asset_id,filename,source_path,media_type,route_class,route,routing_score,current_quality,post_edit_potential,expected_gain,recoverability,aesthetic_potential,stock_potential,portfolio_potential,legal_readiness,uniqueness,confidence,genre,concepts,description,unrecoverable,partially_fixable,fixable,edit_recipe,marketplaces,legal_warnings,cluster_id,cluster_size,best_in_cluster,megapixels,duration,provenance,proposed_action,completed_action,status,error
d3a2b0862d11d836,P1019408.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019408.JPG,photo,review,editorial,60,72,74,2,78,40,43,46,55,100,92,portrait,,Lift face and crop railing for cleaner portrait,,,,"Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019408.JPG,1,True,24.0,0.0,camera_original,hold_for_review,,ok,
fa0223926ba818e1,P1019409.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019409.JPG,photo,review,editorial,69,73,75,2,78,71,42,71,55,100,92,portrait,,Open facial shadows and preserve mountain backdrop,,,,"Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 3.2° clockwise | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019409.JPG,1,True,24.0,0.0,camera_original,hold_for_review,,ok,
b612e6d26ec88c63,P1019410.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019410.JPG,photo,stock_standard,editorial,61,74,76,2,78,47,48,52,55,80,92,portrait,,Brighten subject and crop distracting rail posts,,,,"Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 1.2° clockwise | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019411.JPG,2,False,24.0,0.0,camera_original,keep_in_place,,ok,
8a1b574ca54289de,P1019411.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019411.JPG,photo,stock_standard,editorial,59,74,76,2,78,40,50,44,55,80,92,portrait,,Lift facial shadows and retain mountain context,,,,"Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019411.JPG,2,True,24.0,0.0,camera_original,keep_in_place,,ok,
018b05ea094e42aa,P1019412.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019412.JPG,photo,stock_standard,editorial,77,74,78,4,78,84,56,83,55,100,92,portrait,,Open shadows and preserve the wider environmental framing,,,,"Adjust exposure: +0.1 EV | Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 3.8° clockwise | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019412.JPG,1,True,24.0,0.0,camera_original,keep_in_place,,ok,
7692f5a3feea9706,P1019413.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019413.JPG,photo,review,editorial,76,80,82,2,78,86,40,86,55,100,92,portrait,,Lift subject and crop loose lower edge,,,,"Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 1.8° clockwise | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019413.JPG,1,True,24.0,0.0,camera_original,hold_for_review,,ok,
b2a0fed18722a70b,P1019414.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019414.JPG,photo,stock_standard,editorial,70,84,85,1,78,56,62,64,55,79,92,portrait,,Lift face and subtly reduce branch distraction,,,,"Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 0.8° anticlockwise | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019415.JPG,2,False,24.0,0.0,camera_original,keep_in_place,,ok,
67b0fe00b73a8da4,P1019415.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019415.JPG,photo,review,editorial,69,84,85,1,78,66,37,75,55,79,92,portrait,,Brighten face and crop for gaze direction,,,,"Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 1.2° anticlockwise | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019415.JPG,2,True,24.0,0.0,camera_original,hold_for_review,,ok,
632d6ef0b9fe01a9,P1019416.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019416.JPG,photo,review,editorial,74,87,88,1,78,76,33,78,55,100,92,portrait,,Check facial sharpness before lifting subject shadows,,,,"Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 0.8° anticlockwise | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019416.JPG,1,True,24.0,0.0,camera_original,hold_for_review,,ok,
d8a826c3608e7af4,P1019417.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019417.JPG,photo,flagship,editorial,75,84,85,1,78,86,30,89,55,100,92,portrait,,Emphasize expression and crop excess lower frame,,,,"Correct white balance: neutralise the cast, damped | Recover highlights and lift shadows: moderate | Add contrast: restrained S-curve | Straighten: rotate 2.2° anticlockwise | Do not apply aggressive sharpening: halos cost more than they buy",Alamy; 123RF; Adobe Stock; Depositphotos; Dreamstime; Pond5; Shutterstock; Getty Images / iStock,Model release required before commercial licensing,P1019417.JPG,1,True,24.0,0.0,camera_original,keep_in_place,,ok,
