filename,source_path,destination,route_class,route,routing_score,post_edit_potential,current_quality,expected_gain,confidence,genre,proposed_action,reason
P1019484.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019484.JPG,stock/standard,stock_standard,commercial,50,62,36,26,87,architecture,keep_in_place,stock potential 56 is usable after the suggested edit
P1019485.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019485.JPG,stock/standard,stock_standard,commercial,57,61,30,31,87,architecture,keep_in_place,stock potential 45 is usable after the suggested edit
P1019486.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019486.JPG,stock/standard,stock_standard,commercial,54,60,30,30,87,architecture,keep_in_place,stock potential 52 is usable after the suggested edit
P1019487.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019487.JPG,stock/standard,stock_standard,commercial,53,62,31,31,87,architecture,keep_in_place,stock potential 49 is usable after the suggested edit
P1019488.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019488.JPG,manual_review,review,editorial,40,34,30,4,92,detail,hold_for_review,"recoverable (34 potential) but below the stock floor (45): keep for the archive or decide by hand; logos present: a release is required, so commercial stock is blocked in code"
P1019489.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019489.JPG,archive,archive_only,commercial,41,28,27,1,92,detail,keep_in_place,"realistic post-edit potential 28 is below 30, but nothing about this frame is unrecoverable: keeping it"
P1019490.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019490.JPG,manual_review,review,commercial,45,31,29,2,92,detail,hold_for_review,recoverable (31 potential) but below the stock floor (45): keep for the archive or decide by hand
P1019491.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019491.JPG,archive,archive_only,commercial,41,27,21,6,92,detail,keep_in_place,"realistic post-edit potential 27 is below 30, but nothing about this frame is unrecoverable: keeping it"
P1019492.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019492.JPG,manual_review,review,editorial,75,86,84,2,92,reportage,hold_for_review,"held back from flagship: expression quality 61 is below 70; the face is soft (55); faces and logos present: a release is required, so commercial stock is blocked in code"
P1019493.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019493.JPG,manual_review,review,editorial,68,77,74,3,92,portrait,hold_for_review,"recoverable (77 potential) but below the stock floor (45): keep for the archive or decide by hand; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019494.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019494.JPG,duplicate_review,duplicate_candidate,editorial,40,58,54,4,92,architecture,compare_by_hand,"a sharper frame exists in this group (8 points higher); compare them by hand; logos present: a release is required, so commercial stock is blocked in code"
P1019495.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019495.JPG,manual_review,review,editorial,61,75,68,7,92,reportage,hold_for_review,"recoverable (75 potential) but below the stock floor (45): keep for the archive or decide by hand; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019496.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019496.JPG,manual_review,review,editorial,53,65,61,4,92,architecture,hold_for_review,"recoverable (65 potential) but below the stock floor (45): keep for the archive or decide by hand; logos present: a release is required, so commercial stock is blocked in code"
P1019497.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019497.JPG,manual_review,review,editorial,59,65,54,11,82,architecture,hold_for_review,"recoverable (65 potential) but below the stock floor (45): keep for the archive or decide by hand; logos present: a release is required, so commercial stock is blocked in code"
P1019498.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019498.JPG,duplicate_review,duplicate_candidate,editorial,44,56,50,6,87,architecture,compare_by_hand,"a sharper frame exists in this group (11 points higher); compare them by hand; logos present: a release is required, so commercial stock is blocked in code"
P1019499.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019499.JPG,proposed_for_removal,trash,editorial,34,22,15,7,82,portrait,quarantine,"realistic potential is capped by unrecoverable problems: blown_highlights: 42.0% of the frame is pure white; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019500.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019500.JPG,proposed_for_removal,trash,editorial,35,22,15,7,92,portrait,quarantine,"realistic potential is capped by unrecoverable problems: blown_highlights: 39.4% of the frame is pure white; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019501.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019501.JPG,manual_review,review,editorial,56,50,26,24,87,portrait,hold_for_review,"recoverable (50 potential) but below the stock floor (45): keep for the archive or decide by hand; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019502.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019502.JPG,manual_review,review,editorial,48,41,22,19,87,portrait,hold_for_review,"recoverable (41 potential) but below the stock floor (45): keep for the archive or decide by hand; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019503.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019503.JPG,manual_review,review,editorial,44,43,20,23,87,reportage,hold_for_review,"recoverable (43 potential) but below the stock floor (45): keep for the archive or decide by hand; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019504.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019504.JPG,manual_review,review,editorial,53,51,28,23,87,reportage,hold_for_review,"recoverable (51 potential) but below the stock floor (45): keep for the archive or decide by hand; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019505.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019505.JPG,proposed_for_removal,trash,editorial,30,22,15,7,92,portrait,quarantine,"realistic potential is capped by unrecoverable problems: blown_highlights: 37.8% of the frame is pure white; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019506.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019506.JPG,manual_review,review,editorial,40,33,15,18,87,portrait,hold_for_review,"recoverable (33 potential) but below the stock floor (45): keep for the archive or decide by hand; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019507.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019507.JPG,proposed_for_removal,trash,editorial,29,22,13,9,82,portrait,quarantine,"realistic potential is capped by unrecoverable problems: blown_highlights: 35.9% of the frame is pure white; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019508.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019508.JPG,archive,archive_only,editorial,39,29,14,15,87,portrait,keep_in_place,"realistic post-edit potential 29 is below 30, but nothing about this frame is unrecoverable: keeping it; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019509.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019509.JPG,manual_review,review,editorial,32,38,18,20,87,portrait,hold_for_review,"recoverable (38 potential) but below the stock floor (45): keep for the archive or decide by hand; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019510.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019510.JPG,manual_review,review,editorial,30,33,15,18,87,portrait,hold_for_review,"recoverable (33 potential) but below the stock floor (45): keep for the archive or decide by hand; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019511.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019511.JPG,manual_review,review,editorial,32,33,15,18,87,portrait,hold_for_review,"recoverable (33 potential) but below the stock floor (45): keep for the archive or decide by hand; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019512.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019512.JPG,manual_review,review,editorial,38,37,17,20,87,portrait,hold_for_review,"recoverable (37 potential) but below the stock floor (45): keep for the archive or decide by hand; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019513.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019513.JPG,manual_review,review,editorial,60,77,73,4,92,portrait,hold_for_review,"recoverable (77 potential) but below the stock floor (45): keep for the archive or decide by hand; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019514.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019514.JPG,manual_review,review,editorial,56,81,77,4,92,portrait,hold_for_review,"recoverable (81 potential) but below the stock floor (45): keep for the archive or decide by hand; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019515.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019515.JPG,manual_review,review,editorial,65,83,79,4,92,portrait,hold_for_review,"recoverable (83 potential) but below the stock floor (45): keep for the archive or decide by hand; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019516.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019516.JPG,manual_review,review,editorial,70,83,76,7,87,reportage,hold_for_review,"recoverable (83 potential) but below the stock floor (45): keep for the archive or decide by hand; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019517.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019517.JPG,manual_review,review,editorial,70,81,74,7,92,reportage,hold_for_review,"held back from flagship: artistic analysis is failed, not completed; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019518.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019518.JPG,manual_review,review,editorial,69,81,72,9,87,reportage,hold_for_review,"recoverable (81 potential) but below the stock floor (45): keep for the archive or decide by hand; faces and logos present: a release is required, so commercial stock is blocked in code"
P1019519.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019519.JPG,manual_review,review,editorial,78,86,80,6,87,landscape,hold_for_review,"held back from flagship: artistic analysis is failed, not completed; faces present: a release is required, so commercial stock is blocked in code"
P1019520.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019520.JPG,stock/standard,stock_standard,commercial,54,63,57,6,87,landscape,keep_in_place,stock potential 55 is usable after the suggested edit
P1019521.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019521.JPG,stock/standard,stock_standard,commercial,53,62,56,6,87,landscape,keep_in_place,stock potential 50 is usable after the suggested edit
P1019522.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019522.JPG,stock/standard,stock_standard,commercial,53,63,57,6,87,landscape,keep_in_place,stock potential 54 is usable after the suggested edit
P1019523.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019523.JPG,stock/standard,stock_standard,commercial,58,58,53,5,87,detail,keep_in_place,stock potential 57 is usable after the suggested edit
P1019524.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019524.JPG,stock/standard,stock_standard,commercial,56,57,50,7,87,detail,keep_in_place,stock potential 62 is usable after the suggested edit
P1019525.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019525.JPG,stock/strong,stock_strong,commercial,71,60,55,5,87,detail,keep_in_place,stock potential 74 is strong
P1019526.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019526.JPG,stock/strong,stock_strong,commercial,68,60,53,7,87,detail,keep_in_place,stock potential 70 is strong
P1019527.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019527.JPG,stock/standard,stock_standard,commercial,64,64,59,5,87,detail,keep_in_place,stock potential 63 is usable after the suggested edit
P1019528.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019528.JPG,stock/strong,stock_strong,commercial,67,61,55,6,87,detail,keep_in_place,stock potential 74 is strong
P1019529.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019529.JPG,stock/strong,stock_strong,commercial,66,59,53,6,87,detail,keep_in_place,stock potential 72 is strong
P1019530.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019530.JPG,manual_review,review,editorial,61,59,52,7,87,street,hold_for_review,"recoverable (59 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019531.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019531.JPG,manual_review,review,editorial,64,60,54,6,87,street,hold_for_review,"recoverable (60 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019532.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019532.JPG,manual_review,review,editorial,56,60,53,7,87,street,hold_for_review,"recoverable (60 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019533.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019533.JPG,stock/strong,stock_strong,commercial,50,38,23,15,82,detail,keep_in_place,stock potential 70 is strong
P1019534.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019534.JPG,stock/strong,stock_strong,commercial,49,39,24,15,82,detail,keep_in_place,stock potential 73 is strong
P1019535.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019535.JPG,stock/standard,stock_standard,commercial,52,51,49,2,87,detail,keep_in_place,stock potential 67 is usable after the suggested edit
P1019536.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019536.JPG,stock/strong,stock_strong,commercial,51,46,42,4,87,detail,keep_in_place,stock potential 72 is strong
P1019537.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019537.JPG,stock/strong,stock_strong,commercial,50,47,43,4,87,detail,keep_in_place,stock potential 68 is strong
P1019538.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019538.JPG,stock/standard,stock_standard,commercial,67,86,79,7,87,landscape,keep_in_place,stock potential 55 is usable after the suggested edit
P1019539.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019539.JPG,stock/standard,stock_standard,commercial,66,73,67,6,87,landscape,keep_in_place,stock potential 58 is usable after the suggested edit
P1019540.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019540.JPG,stock/strong,stock_strong,commercial,50,41,35,6,87,detail,keep_in_place,stock potential 74 is strong
P1019541.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019541.JPG,stock/strong,stock_strong,commercial,54,49,44,5,87,detail,keep_in_place,stock potential 76 is strong
P1019542.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019542.JPG,stock/strong,stock_strong,commercial,73,74,62,12,87,landscape,keep_in_place,stock potential 83 is strong
P1019543.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019543.JPG,stock/strong,stock_strong,commercial,74,75,68,7,87,landscape,keep_in_place,stock potential 73 is strong
P1019544.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019544.JPG,manual_review,review,editorial,69,71,66,5,87,reportage,hold_for_review,"recoverable (71 potential) but below the stock floor (45): keep for the archive or decide by hand; logos present: a release is required, so commercial stock is blocked in code"
P1019545.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019545.JPG,manual_review,review,editorial,72,71,65,6,87,reportage,hold_for_review,"recoverable (71 potential) but below the stock floor (45): keep for the archive or decide by hand; logos present: a release is required, so commercial stock is blocked in code"
P1019549.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019549.JPG,stock/strong,stock_strong,commercial,67,68,58,10,87,landscape,keep_in_place,stock potential 72 is strong
P1019550.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019550.JPG,stock/standard,stock_standard,commercial,57,68,58,10,87,landscape,keep_in_place,stock potential 60 is usable after the suggested edit
P1019551.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019551.JPG,stock/standard,stock_standard,commercial,70,70,64,6,87,architecture,keep_in_place,stock potential 60 is usable after the suggested edit
P1019552.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019552.JPG,stock/strong,stock_strong,commercial,72,73,69,4,87,architecture,keep_in_place,stock potential 75 is strong
P1019553.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019553.JPG,stock/strong,stock_strong,commercial,68,73,68,5,87,architecture,keep_in_place,stock potential 70 is strong
P1019554.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019554.JPG,stock/standard,stock_standard,commercial,68,72,67,5,87,architecture,keep_in_place,stock potential 66 is usable after the suggested edit
P1019555.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019555.JPG,stock/strong,stock_strong,commercial,75,62,56,6,92,landscape,keep_in_place,stock potential 80 is strong
P1019556.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019556.JPG,manual_review,review,commercial,55,40,28,12,92,landscape,hold_for_review,recoverable (40 potential) but below the stock floor (45): keep for the archive or decide by hand
P1019557.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019557.JPG,stock/standard,stock_standard,commercial,73,65,53,12,92,landscape,keep_in_place,stock potential 59 is usable after the suggested edit
P1019558.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019558.JPG,stock/standard,stock_standard,commercial,68,75,66,9,87,landscape,keep_in_place,stock potential 49 is usable after the suggested edit
P1019559.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019559.JPG,stock/standard,stock_standard,commercial,68,79,72,7,87,landscape,keep_in_place,stock potential 50 is usable after the suggested edit
P1019560.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019560.JPG,stock/strong,stock_strong,commercial,74,75,68,7,87,landscape,keep_in_place,stock potential 80 is strong
P1019561.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019561.JPG,stock/standard,stock_standard,commercial,74,73,62,11,87,landscape,keep_in_place,stock potential 65 is usable after the suggested edit
P1019562.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019562.JPG,stock/strong,stock_strong,commercial,78,72,61,11,87,landscape,keep_in_place,stock potential 70 is strong
P1019563.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019563.JPG,stock/strong,stock_strong,commercial,76,69,58,11,87,landscape,keep_in_place,stock potential 81 is strong
P1019564.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019564.JPG,stock/strong,stock_strong,commercial,74,69,58,11,87,landscape,keep_in_place,stock potential 84 is strong
P1019565.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019565.JPG,stock/standard,stock_standard,commercial,56,51,41,10,87,landscape,keep_in_place,stock potential 48 is usable after the suggested edit
P1019566.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019566.JPG,stock/standard,stock_standard,commercial,61,51,41,10,87,landscape,keep_in_place,stock potential 54 is usable after the suggested edit
P1019567.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019567.JPG,manual_review,review,editorial,68,83,76,7,87,reportage,hold_for_review,"recoverable (83 potential) but below the stock floor (45): keep for the archive or decide by hand; logos present: a release is required, so commercial stock is blocked in code"
P1019568.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019568.JPG,manual_review,review,editorial,66,83,77,6,87,reportage,hold_for_review,"recoverable (83 potential) but below the stock floor (45): keep for the archive or decide by hand; logos present: a release is required, so commercial stock is blocked in code"
P1019569.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019569.JPG,stock/standard,stock_standard,commercial,82,85,79,6,87,reportage,keep_in_place,stock potential 51 is usable after the suggested edit
P1019570.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019570.JPG,stock/standard,stock_standard,commercial,82,85,79,6,92,reportage,keep_in_place,stock potential 57 is usable after the suggested edit
P1019571.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019571.JPG,manual_review,review,editorial,57,78,66,12,92,portrait,hold_for_review,"recoverable (78 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019572.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019572.JPG,manual_review,review,editorial,68,86,78,8,92,portrait,hold_for_review,"recoverable (86 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019573.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019573.JPG,manual_review,review,editorial,71,89,88,1,92,portrait,hold_for_review,"recoverable (89 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019574.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019574.JPG,manual_review,review,editorial,64,93,92,1,92,portrait,hold_for_review,"recoverable (93 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019575.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019575.JPG,manual_review,review,editorial,65,92,91,1,92,portrait,hold_for_review,"recoverable (92 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019576.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019576.JPG,manual_review,review,editorial,71,94,93,1,92,portrait,hold_for_review,"recoverable (94 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019577.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019577.JPG,manual_review,review,editorial,70,84,74,10,87,portrait,hold_for_review,"recoverable (84 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019578.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019578.JPG,duplicate_review,duplicate_candidate,editorial,54,77,64,13,87,portrait,compare_by_hand,"a sharper frame exists in this group (10 points higher); compare them by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019579.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019579.JPG,manual_review,review,editorial,67,72,62,10,87,portrait,hold_for_review,"recoverable (72 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019580.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019580.JPG,manual_review,review,editorial,69,71,64,7,87,portrait,hold_for_review,"recoverable (71 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019581.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019581.JPG,manual_review,review,editorial,65,66,56,10,92,portrait,hold_for_review,"recoverable (66 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019582.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019582.JPG,manual_review,review,editorial,59,67,48,19,92,portrait,hold_for_review,"recoverable (67 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019583.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019583.JPG,stock/standard,stock_standard,editorial,64,73,63,10,87,portrait,keep_in_place,"stock potential 52 is usable after the suggested edit; faces present: a release is required, so commercial stock is blocked in code"
P1019584.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019584.JPG,manual_review,review,editorial,62,72,66,6,92,portrait,hold_for_review,"recoverable (72 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019585.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019585.JPG,manual_review,review,editorial,62,70,65,5,92,portrait,hold_for_review,"recoverable (70 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019586.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019586.JPG,stock/standard,stock_standard,editorial,82,86,85,1,92,portrait,keep_in_place,"held back from flagship: artistic analysis is failed, not completed; faces present: a release is required, so commercial stock is blocked in code"
P1019587.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019587.JPG,manual_review,review,editorial,72,84,81,3,92,portrait,hold_for_review,"recoverable (84 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019588.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019588.JPG,manual_review,review,editorial,57,70,66,4,92,portrait,hold_for_review,"recoverable (70 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019589.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019589.JPG,manual_review,review,editorial,52,50,23,27,87,portrait,hold_for_review,"recoverable (50 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019590.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019590.JPG,manual_review,review,editorial,59,50,23,27,87,portrait,hold_for_review,"recoverable (50 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019591.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019591.JPG,stock/standard,stock_standard,editorial,60,52,24,28,87,portrait,keep_in_place,"stock potential 48 is usable after the suggested edit; faces present: a release is required, so commercial stock is blocked in code"
P1019592.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019592.JPG,manual_review,review,editorial,48,55,27,28,87,portrait,hold_for_review,"recoverable (55 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019593.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019593.JPG,manual_review,review,editorial,50,55,27,28,87,portrait,hold_for_review,"recoverable (55 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019594.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019594.JPG,manual_review,review,editorial,57,57,28,29,87,portrait,hold_for_review,"recoverable (57 potential) but below the stock floor (45): keep for the archive or decide by hand; faces present: a release is required, so commercial stock is blocked in code"
P1019595.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019595.JPG,stock/strong,stock_strong,commercial,69,69,60,9,87,detail,keep_in_place,stock potential 73 is strong
P1019596.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019596.JPG,stock/strong,stock_strong,commercial,75,73,69,4,87,landscape,keep_in_place,stock potential 84 is strong
P1019597.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019597.JPG,stock/strong,stock_strong,commercial,69,72,69,3,87,detail,keep_in_place,stock potential 88 is strong
P1019598.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019598.JPG,stock/strong,stock_strong,commercial,67,72,70,2,87,detail,keep_in_place,stock potential 86 is strong
P1019606.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019606.JPG,stock/standard,stock_standard,commercial,66,85,82,3,92,landscape,keep_in_place,stock potential 62 is usable after the suggested edit
P1019607.JPG,/Users/vitaliikarasov/Desktop/photo-ai-toolkit/photos/P1019607.JPG,duplicate_review,duplicate_candidate,commercial,60,82,75,7,87,landscape,compare_by_hand,a sharper frame exists in this group (7 points higher); compare them by hand
